# 气象站 北京, 中国, WMO_ID=54511，选择从 01.01.2022 至 21.07.2022, 所有日期
# 编码: UTF-8
# 数据由web站点“Reliable Prognosis”提供，rp5.ru
# 使用数据时，请自觉指出网站名称
# 气象参数代码见地址 http://rp5.ru/archive.php?wmo_id=54511&lang=cn
#
"当地时间 北京";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"02.06.2022 20:00";"30.4";"748.0";"751.0";"0.7";"31";"从东南偏南方向吹来的风";"2";"";"10";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"35.8";"";"";"2500或更高，或无云。";"";"";"21.0";"11.4";"无降水";"12";"";"";"";"";
"02.06.2022 17:00";"35.1";"747.3";"750.2";"-0.7";"21";"从西南偏南方向吹来的风";"4";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"35.8";"";"";"2500或更高，或无云。";"";"";"25.0";"9.5";"无降水";"12";"";"";"";"";
"02.06.2022 14:00";"35.1";"748.0";"750.9";"-1.2";"21";"从南方吹来的风";"3";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"35.1";"";"";"2500或更高，或无云。";"";"";"24.0";"9.5";"无降水";"12";"";"";"";"";
"02.06.2022 11:00";"30.5";"749.2";"752.1";"-0.2";"28";"从东方吹来的风";"2";"";"4";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"33.9";"";"";"2500或更高，或无云。";"";"";"8.0";"9.9";"无降水";"12";"";"";"";"";
"02.06.2022 08:00";"25.0";"749.4";"752.3";"0.9";"36";"从东北方吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.6";"33.9";"";"";"2500或更高，或无云。";"";"";"17.0";"8.9";"无降水";"12";"";"";"";"";
"02.06.2022 05:00";"17.2";"748.5";"751.4";"0.6";"58";"从东北偏东方向吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"15.3";"33.9";"";"";"2500或更高，或无云。";"";"";"14.0";"8.9";"无降水";"12";"";"";"";"";
"02.06.2022 02:00";"19.0";"747.9";"750.8";"0.2";"59";"从北方吹来的风";"0";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.3";"33.9";"";"";"2500或更高，或无云。";"";"";"16.0";"10.8";"无降水";"12";"";"";"";"";
"01.06.2022 23:00";"25.6";"747.7";"750.7";"0.2";"29";"从西南方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"15.3";"33.9";"";"";"2500或更高，或无云。";"";"";"29.0";"6.3";"无降水";"12";"";"";"";"";
"01.06.2022 20:00";"28.6";"747.5";"750.4";"0.1";"24";"从西南方吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.3";"33.9";"";"";"2500或更高，或无云。";"";"";"28.0";"6.1";"无降水";"12";"";"";"";"";
"01.06.2022 17:00";"32.7";"747.4";"750.3";"-1.3";"16";"从西南方吹来的风";"4";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.3";"33.9";"";"";"2500或更高，或无云。";"";"";"30.0";"3.6";"无降水";"12";"";"";"";"";
"01.06.2022 14:00";"33.0";"748.7";"751.6";"-2.2";"14";"从西南偏西方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.3";"33.1";"";"";"2500或更高，或无云。";"";"";"30.0";"2.0";"无降水";"12";"";"";"";"";
"01.06.2022 11:00";"29.4";"750.9";"753.8";"-0.7";"30";"从西南偏南方向吹来的风";"3";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.3";"31.2";"";"";"2500或更高，或无云。";"";"";"16.0";"10.0";"无降水";"12";"";"";"";"";
"01.06.2022 08:00";"24.5";"751.6";"754.6";"0.9";"44";"从东北方吹来的风";"1";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"15.3";"31.2";"";"";"2500或更高，或无云。";"";"";"14.0";"11.5";"无降水";"12";"";"";"";"";
"01.06.2022 05:00";"15.5";"750.7";"753.7";"0.6";"78";"从东北偏东方向吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"15.1";"31.2";"";"";"2500或更高，或无云。";"";"";"14.0";"11.7";"无降水";"12";"";"";"";"";
"01.06.2022 02:00";"17.3";"750.1";"753.1";"0.6";"63";"从东北方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.7";"31.2";"";"";"2500或更高，或无云。";"";"";"15.0";"10.2";"无降水";"12";"";"";"";"";
"31.05.2022 23:00";"23.1";"749.5";"752.5";"1.8";"38";"从北方吹来的风";"0";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"14.7";"31.2";"";"";"2500或更高，或无云。";"";"";"28.0";"8.0";"无降水";"12";"";"";"";"";
"31.05.2022 20:00";"24.2";"747.7";"750.7";"1.2";"41";"从西方吹来的风";"1";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.7";"31.2";"";"";"2500或更高，或无云。";"";"";"21.0";"10.1";"无降水";"12";"";"";"";"";
"31.05.2022 17:00";"27.3";"746.5";"749.5";"0.9";"43";"从东北偏东方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.7";"31.6";"";"";"2500或更高，或无云。";"";"";"14.0";"13.6";"无降水";"12";"";"";"";"";
"31.05.2022 14:00";"30.8";"745.6";"748.6";"-0.9";"30";"从东南偏南方向吹来的风";"2";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.7";"31.9";"";"";"2500或更高，或无云。";"";"";"20.0";"11.2";"无降水";"12";"";"";"";"";
"31.05.2022 11:00";"28.9";"746.5";"749.5";"-1.1";"24";"从东南方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.7";"31.9";"";"";"2500或更高，或无云。";"";"";"18.0";"6.3";"无降水";"12";"";"";"";"";
"31.05.2022 08:00";"23.8";"747.6";"750.5";"-0.1";"28";"从东北方吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.7";"31.9";"";"";"2500或更高，或无云。";"";"";"30.0";"4.2";"无降水";"12";"";"";"";"";
"31.05.2022 05:00";"15.0";"747.7";"750.6";"0.0";"68";"从东北方吹来的风";"0";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"12.2";"31.9";"";"";"2500或更高，或无云。";"";"";"13.0";"9.1";"无降水";"12";"";"";"";"";
"31.05.2022 02:00";"17.0";"747.7";"750.7";"-0.6";"55";"从东北偏东方向吹来的风";"0";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.1";"31.9";"";"";"2500或更高，或无云。";"";"";"12.0";"7.9";"无降水";"12";"";"";"";"";
"30.05.2022 23:00";"22.4";"748.3";"751.3";"0.9";"33";"从西方吹来的风";"1";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"31.9";"";"";"2500或更高，或无云。";"";"";"21.0";"5.4";"无降水";"12";"";"";"";"";
"30.05.2022 20:00";"26.2";"747.4";"750.4";"0.4";"26";"从西南偏南方向吹来的风";"1";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"";"31.9";"";"";"2500或更高，或无云。";"";"";"18.0";"5.2";"无降水";"12";"";"";"";"";
"30.05.2022 17:00";"31.1";"747.0";"749.9";"-1.0";"11";"从东北方吹来的风";"2";"";"15";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.1";"31.9";"";"";"2500或更高，或无云。";"";"";"28.0";"-2.8";"无降水";"12";"";"";"";"";
"30.05.2022 14:00";"30.0";"748.0";"751.0";"-1.8";"16";"从西南偏西方向吹来的风";"2";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.1";"30.0";"";"";"2500或更高，或无云。";"";"";"30.0";"1.5";"无降水";"12";"";"";"";"";
"30.05.2022 11:00";"27.4";"749.8";"752.8";"-1.5";"15";"从西南偏西方向吹来的风";"4";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.1";"28.1";"";"";"2500或更高，或无云。";"";"";"21.0";"-1.5";"无降水";"12";"";"";"";"";
"30.05.2022 08:00";"22.0";"751.3";"754.3";"-0.1";"24";"从西南方吹来的风";"4";"";"6";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"12.1";"28.1";"";"";"2500或更高，或无云。";"";"";"30.0";"0.5";"无降水";"12";"";"";"";"";
"30.05.2022 05:00";"12.4";"751.4";"754.4";"-0.5";"58";"从北方吹来的风";"1";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"12.1";"28.1";"";"";"2500或更高，或无云。";"";"";"8.0";"4.4";"无降水";"12";"";"";"";"";
"30.05.2022 02:00";"14.3";"751.9";"754.9";"0.0";"48";"从西南偏西方向吹来的风";"1";"";"14";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"14.2";"28.1";"";"";"2500或更高，或无云。";"";"";"18.0";"3.4";"无降水";"12";"";"";"";"";
"29.05.2022 23:00";"17.7";"751.9";"754.9";"2.1";"34";"从东北方吹来的风";"0";"";"14";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"17.7";"28.4";"";"";"2500或更高，或无云。";"";"";"25.0";"1.7";"无降水";"12";"";"";"";"";
"29.05.2022 20:00";"25.1";"749.8";"752.8";"1.8";"16";"从西北偏北方向吹来的风";"2";"";"14";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.1";"31.4";"";"";"2500或更高，或无云。";"";"";"30.0";"-2.5";"降水迹象";"12";"";"";"";"";
"29.05.2022 17:00";"27.6";"748.0";"750.9";"0.9";"16";"从西北方吹来的风";"4";"";"14";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.1";"34.4";"";"";"2500或更高，或无云。";"";"";"30.0";"-0.5";"无降水";"12";"";"";"";"";
"29.05.2022 14:00";"26.8";"747.1";"750.0";"1.0";"32";"从西北偏北方向吹来的风";"4";"";"14";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"21.1";"";"";"";"2500或更高，或无云。";"";"";"30.0";"8.7";"无降水";"12";"";"";"";"";
"29.05.2022 11:00";"24.0";"746.1";"749.0";"3.1";"46";"从北方吹来的风";"4";"";"14";"";"间歇性雨，不冻，在观测时较弱 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.0";"35.3";"";"";"2500或更高，或无云。";"";"";"30.0";"11.7";"无降水";"12";"";"";"";"";
"29.05.2022 08:00";"26.6";"743.0";"745.9";"1.7";"52";"从西方吹来的风";"1";"";"8";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"24.0";"35.3";"";"";"2500或更高，或无云。";"";"";"15.0";"15.9";"无降水";"12";"";"";"";"";
"29.05.2022 05:00";"24.1";"741.3";"744.1";"0.3";"58";"从西南方吹来的风";"1";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"22.0";"35.3";"";"";"2500或更高，或无云。";"";"";"14.0";"15.3";"无降水";"12";"";"";"";"";
"29.05.2022 02:00";"25.7";"741.0";"743.8";"-0.4";"55";"从南方吹来的风";"3";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"35.3";"";"";"2500或更高，或无云。";"";"";"18.0";"16.0";"无降水";"12";"";"";"";"";
"28.05.2022 23:00";"28.4";"741.4";"744.2";"0.3";"49";"从西南偏南方向吹来的风";"4";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"22.0";"35.3";"";"";"2500或更高，或无云。";"";"";"16.0";"16.7";"无降水";"12";"";"";"";"";
"28.05.2022 20:00";"31.4";"741.1";"743.9";"0.6";"36";"从西南偏南方向吹来的风";"5";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"35.3";"";"";"2500或更高，或无云。";"";"";"15.0";"14.5";"无降水";"12";"";"";"";"";
"28.05.2022 17:00";"34.3";"740.5";"743.3";"-1.2";"28";"从西南偏南方向吹来的风";"5";"";"9";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"35.3";"";"";"2500或更高，或无云。";"";"";"18.0";"13.2";"无降水";"12";"";"";"";"";
"28.05.2022 14:00";"34.6";"741.7";"744.6";"-1.5";"21";"从南方吹来的风";"4";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"34.9";"";"";"2500或更高，或无云。";"";"";"19.0";"9.1";"无降水";"12";"";"";"";"";
"28.05.2022 11:00";"30.8";"743.2";"746.1";"-0.6";"30";"从南方吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"34.9";"";"";"2500或更高，或无云。";"";"";"15.0";"11.2";"无降水";"12";"";"";"";"";
"28.05.2022 08:00";"25.1";"743.8";"746.7";"0.6";"50";"从南方吹来的风";"2";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"22.0";"34.9";"";"";"2500或更高，或无云。";"";"";"12.0";"14.0";"无降水";"12";"";"";"";"";
"28.05.2022 05:00";"22.5";"743.2";"746.1";"0.3";"49";"从西南偏南方向吹来的风";"1";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"16.1";"34.9";"";"";"2500或更高，或无云。";"";"";"18.0";"11.3";"无降水";"12";"";"";"";"";
"28.05.2022 02:00";"25.3";"742.9";"745.7";"-1.1";"36";"从西南方吹来的风";"3";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.1";"34.9";"";"";"2500或更高，或无云。";"";"";"22.0";"9.2";"无降水";"12";"";"";"";"";
"27.05.2022 23:00";"27.9";"744.0";"746.8";"-0.3";"25";"从西南方吹来的风";"4";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"";"";"";"34.9";"";"";"2500或更高，或无云。";"";"";"28.0";"6.1";"无降水";"12";"";"";"";"";
"27.05.2022 20:00";"29.4";"744.3";"747.2";"0.1";"19";"从西南偏南方向吹来的风";"3";"";"11";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.1";"34.9";"";"";"2500或更高，或无云。";"";"";"30.0";"3.4";"无降水";"12";"";"";"";"";
"27.05.2022 17:00";"33.5";"744.2";"747.1";"-1.7";"13";"从西南方吹来的风";"6";"";"";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.1";"34.9";"";"";"2500或更高，或无云。";"";"";"27.0";"1.3";"无降水";"12";"";"";"";"";
"27.05.2022 14:00";"34.6";"745.9";"748.7";"-2.1";"12";"从西南偏南方向吹来的风";"4";"";"7";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.1";"34.8";"";"";"2500或更高，或无云。";"";"";"30.0";"1.1";"无降水";"12";"";"";"";"";
"27.05.2022 11:00";"30.9";"748.0";"750.9";"-0.8";"20";"从西南偏南方向吹来的风";"2";"";"5";"";"云量发展情况没有进行观测或无法观测。 ";"在整个相应周期内云遮住了一半或以下的天空";"在整个相应周期内云遮住了一半或以下的天空";"16.1";"34.0";"";"";"2500或更高，或无云。";"";"";"28.0";"5.4";"无降水";"12";"";"";"";"";
